用户ID,作者ID,认证类型,粉丝数,微博数,信源级别,性别,精准地域
DY_青岛新闻网,qdnews0532,机构认证,1301632,22399.0,地市,无,江西省
DY_天视第六频道,TJTV666,机构认证,5625982,4991.0,省级,无,江西省
JRTT_天视第六频道,6549473625,组织加V认证,94366,,省级,无,江西省
DY_24K纯内向,2032004956,普通用户,89,40.0,未定义,无,江西省
DY_你呀！！,45259570813,普通用户,159,59.0,未定义,无,山东省
JRTT_汕头正宗牛肉丸店,70179999557, ,0,,未定义,无,境外
KS_新黄海,1792978798,机构认证,0,10375.0,未定义,无,江西省
DY_铭⑨,64903698602,普通用户,1038,382.0,未定义,无,江西省
WB_余翁得力_mone,7899945398,普通用户,1,1.0,未定义,女,湖南省
DY_海林,25642105566,普通用户,38,5.0,未定义,无,其他
WB_泽杳杳的朝如雪,2257172314,个人认证-橙V,313516,7062.0,未定义,女,江西省
JRTT_淡雅清晨,4151348911934227, ,0,,未定义,无,江西省
JRTT_优美书签,3771746379375690, ,0,,未定义,无,广东省
JRTT_巨头龙虾,51663011936, ,0,,未定义,无,江西省
WB_新浪新知,1231759973,机构认证-媒体,22061644,151556.0,商业,男,境外
JRTT_随风,80949977391, ,0,,未定义,无,江苏省
JRTT_小森谈谈谈,96845483253, ,0,,未定义,无,江西省
DY_鑫海堂好物优享(橱窗售卖中),1731844866,普通用户,2744,258.0,未定义,无,江西省
WB_施罗德大叔,6597652719,个人认证-金V,590791,11548.0,未定义,男,江西省
VX_雷叔写故事,gh_4c87bae15e04, ,0,,未定义,无,江西省
JRTT_看看新闻,5839829632,组织加V认证,21137805,,省级,无,其他
WB_新闻晨报,1314608344,机构认证-媒体,40588949,278112.0,未定义,男,江西省
WB_绍虞城事通网,6910453729,机构认证-媒体,1150128,92222.0,中小,女,江西省
DY_阿嚏啊～,73593069250,普通用户,2,17.0,未定义,无,甘肃省
KS_西柚茉莉,2860283333,普通用户,211,153.0,商业,无,其他
XHS_汪顺的唯粉滚开,7436376831, ,0,0.0,商业,无,江苏省
WB_Rockin_lin,3968537572,普通用户,66,69.0,未定义,女,其他
WB_zjk要健康,2664372833,普通用户,160,5113.0,未定义,女,江苏省
WB_消失影雪非,1776598807,普通用户,909,25552.0,未定义,女,江西省
XHS_瞬菥,4216235156,普通用户,100,0.0,商业,无,四川省
DY_齐天小圣.ai,50500996373,普通用户,0,4577.0,未定义,无,江西省
JRTT_财哥说事,119194757633341,普通用户,0,0.0,商业,无,其他
WB_盖世英雄玉椒龙,5230132970,个人认证-金V,421209,108090.0,未定义,女,境外
WB_张家的西瓜,3826002989,普通用户,504,2545.0,未定义,女,山东省
JRTT_黄胖猫,1819073202360660,普通用户,0,,未定义,无,江西省
JRTT_哈罗魔头,3402351254730156,普通用户,0,0.0,商业,无,重庆市
WB_甜律木子花,5726747646,普通用户,1592,3216.0,未定义,女,江西省
JRTT_秋风不思度邕江,63779344247,普通用户,5075,1441.0,商业,无,广东省
DY_UnclePeterPan,7231382104255286583,普通用户,6639,2.0,商业,无,河南省
XHS_苏航,398902495,普通用户,10,0.0,商业,无,广东省
DY_土豆丝盖饭,33221901449,普通用户,7,2.0,未定义,无,江西省
WB_RainupyInizione,7241966874,普通用户,67,515.0,未定义,女,江苏省
JRTT_敏锐湖泊,2408343470607152, ,0,0.0,商业,无,江西省
WB_陈枝辉律师,1731176574,个人认证-橙V,241052,5031.0,未定义,男,江西省
DY_寻常路寻常诗,xunchangshi,普通用户,895,1495.0,商业,无,河南省
DY_?橙以零.ai,bannian9,普通用户,5064,1259.0,商业,无,江西省
JRTT_上观新闻,3721866747,组织加V认证,7021032,604593.0,商业,无,上海市
DY_顾众生,jing3107311072, ,0,53.0,商业,无,广东省
DY_?橙以零.ai,bannian9,普通用户,5012,1259.0,商业,无,江西省
WB_哈哈哈没有考试啦,7332597266,普通用户,24,4447.0,未定义,女,浙江省
WB_袖上飞鹤流云间,1644122963,个人认证-橙V,19171,15073.0,未定义,男,其他
WB_littleAuel,1762571697,个人认证-达人,1365,43607.0,未定义,女,其他
KS_一支桃子,3xz5zjiy9y5ngdu,普通用户,0,,未定义,无,其他
WB_橘文泠,1145635324,个人认证-橙V,105136,69429.0,未定义,男,浙江省
JRTT_汶山壮士,2678878027916205, ,28,30.0,未定义,无,广东省
WB_嘟啊嘟啊dududu,6057927861,普通用户,114,19694.0,未定义,女,其他
WB_韩八荒,2515323435,个人认证-橙V,370821,530.0,未定义,男,其他
DY_疯狂歌手（杨乃武）,817051815,普通用户,4427,196.0,未定义,无,江苏省
WB__Vish,6531672369,普通用户,70,21099.0,未定义,女,其他
WB_芋泥豆乳拌辣酱,7855067745,普通用户,87,4857.0,未定义,女,其他
WB_yveto,7891472768,普通用户,129,21748.0,未定义,男,境外
WB_林叫兽告诉土哥,1737791280,普通用户,3381,67945.0,未定义,女,其他
WB_猫尾大回旋,5403575700,普通用户,1018,21332.0,未定义,女,其他
WB_大阪烤鱼ERYO,2919604244,普通用户,3120,20306.0,未定义,男,江苏省
WB_秦前贤一,6510279121,普通用户,3882,8202.0,未定义,男,江苏省
WB_pumpkinkid,1947201645,普通用户,868,3136.0,未定义,女,其他
WB_国服第一医疗兵,6376550827,个人认证-橙V,361382,4997.0,未定义,女,浙江省
WB_找不到熊熊嘞,5671143439,个人认证-橙V,95484,48876.0,未定义,女,其他
WB_AA满级电焊工老贵,7870353868,普通用户,3,1417.0,未定义,女,其他
WB_晒豆酱不是调味料,5375952867,普通用户,294696,18647.0,未定义,女,其他
JRTT_墙头两棵桂花树,94600475712, ,0,,未定义,无,河南省
WB_朝阳山兔,6392283657,个人认证-橙V,299,45392.0,未定义,男,江苏省
WB_天马柯克兰,5243181795,普通用户,10626,8.0,未定义,女,江苏省
WB_-清白不-,2163069287,个人认证-橙V,156549,24886.0,未定义,女,浙江省
WB_青柑普洱900,2130632495,普通用户,288,74040.0,未定义,女,浙江省
WB_妖忆花印,6887005436,普通用户,60,1212.0,未定义,女,浙江省
WB_零凌铃灵,1011185700,普通用户,190,5266.0,未定义,女,其他
WB_丧丧OwO,2271896165,普通用户,640,1980.0,未定义,女,其他
WB_海盐樱花味布丁,2021477417,个人认证-达人,180,51039.0,未定义,女,浙江省
WB_我量子力学八十多分,7910689376,普通用户,1275,1587.0,未定义,女,浙江省
WB_大尾巴小白羊,1689037245,个人认证-橙V,55022,13679.0,未定义,女,其他
WB_ZLXHIM,7375225084,普通用户,77350,11847.0,未定义,女,江苏省
WB_翼泽雨幽澈奈何有点伤心,3942045895,普通用户,302,5114.0,未定义,男,浙江省
WB_条窄是好人,2404413614,普通用户,155,2194.0,未定义,男,浙江省
WB_一大口柠檬新鲜c,6036466163,普通用户,567,598.0,未定义,女,浙江省
WB_持刀白熊,3395671000,普通用户,17002,6781.0,未定义,女,江苏省
WB_月下饕餮君,5395663394,普通用户,229,20963.0,未定义,女,浙江省
WB_再再来的衣锦夜,6084516470,普通用户,275,11754.0,未定义,男,其他
WB_Cream_Chantilly,7669336845,普通用户,49,1438.0,未定义,女,其他
WB_昵称怎么就不能叫sure,2981433721,普通用户,179,22919.0,未定义,男,其他
WB_泪歌-Emalfire-,2436060072,个人认证-橙V,152212,43708.0,未定义,女,其他
WB_少看漂亮宇智波qwq,6765266730,普通用户,4,914.0,未定义,女,其他
WB_猫又猫专注自黑十几年,1778424233,个人认证-达人,1082,17170.0,未定义,女,浙江省
WB_二娘三碗不过岗,1739297503,个人认证-达人,340,32422.0,未定义,女,浙江省
WB_春田小野菜,1927123222,普通用户,7778,24717.0,未定义,女,其他
WB_绘绘团子,5362298104,普通用户,301,9142.0,未定义,女,江苏省
WB_翻车鱼sora,1789902390,个人认证-橙V,39324,70199.0,未定义,女,江苏省
WB_一只安娜-沉迷化学中,1148144291,普通用户,1314,35132.0,未定义,女,浙江省
WB_Motacilla-MACUSA部长崽子妈,1217739587,普通用户,292,5399.0,未定义,女,浙江省
WB_西梅鱼粉,5194158160,普通用户,2635,37175.0,未定义,女,江苏省
WB_簪星閃閃,7389611741,普通用户,93,847.0,未定义,女,江苏省
WB_reject-QwQ,6028047435,普通用户,6,1183.0,未定义,女,山东省
DY_许星纯,DDDDDDDDDDDDDD19,普通用户,81,0.0,未定义,无,湖南省
KS_赵生富878,1719970146,普通用户,0,,未定义,无,境外
DY_205009750,205009750,普通用户,2986,1979.0,未定义,无,河南省
DY_小雷同学设计师,nice2u,普通用户,18446,639.0,未定义,无,北京市
DY_大癫材,Superxigua83,普通用户,56,19.0,未定义,无,湖南省
WB_樱桃绿梨园,5145752541,普通用户,75,5122.0,未定义,女,湖南省
WB_屑刀-不然,7209316446,普通用户,5,2962.0,未定义,女,山东省
DY_Yyyyy,61929648480,普通用户,6,4.0,未定义,无,湖南省
DY_星落,52672098023,普通用户,182,5.0,未定义,无,湖南省
WB_JKIpurpleu,3169980373,普通用户,268,12843.0,未定义,男,山东省
WB_mtdwnbfm,6969364709,普通用户,15,2062.0,未定义,男,山东省
WB_愿言不获不抱恨如何,7869735528,普通用户,206,9423.0,未定义,女,湖南省
WB_我不在别找我了,5594136547,普通用户,734,3287.0,未定义,女,山东省
WB_我们迷恋上了扰人思绪的夜,7545090028,普通用户,203,4910.0,未定义,女,湖南省
WB_SmilpPesko,2596688764,个人认证-达人,1363,5232.0,未定义,女,山东省
XHS_海葵echo,3617749091,普通用户,0,0.0,未定义,无,山东省
JRTT_許的情感日记,4334743122087088,普通用户,0,0.0,未定义,无,江西省
WB_886不是拜拜咯,7264077064,普通用户,93,1700.0,未定义,女,山东省
JRTT_玖存,92668571659, ,0,,未定义,无,江西省
WB_消暑耗文明,7343956938,普通用户,30,845.0,未定义,女,山东省
WB_CrepusculeKure,7797465905,普通用户,233,28549.0,未定义,女,广西壮族自治区
WB_烤鱼跑步机,1930627084,普通用户,3070,20131.0,未定义,女,广西壮族自治区
WB_洲靛,1951041031,普通用户,809,3063.0,未定义,女,广西壮族自治区
WB_非典型工科美少女,5836546338,普通用户,215,1725.0,未定义,女,广西壮族自治区
WB_SolveigsSong,1692762563,普通用户,672,14720.0,未定义,女,广西壮族自治区
WB_话痨病院在逃患者,1985620303,普通用户,5067,3580.0,未定义,女,广西壮族自治区
WB_桃子与司康,2167582977,个人认证-金V,555718,10037.0,未定义,女,广西壮族自治区
WB_通犀小箱,5808593632,普通用户,23669,11727.0,未定义,女,广西壮族自治区
WB_张批话,1178569251,个人认证-橙V,177461,6974.0,未定义,男,广西壮族自治区
WB_泥地销粥,7323535528,普通用户,5172,9272.0,未定义,女,广西壮族自治区
WB_咸鱼biong,1793484687,普通用户,662,4386.0,未定义,女,广西壮族自治区
WB_三花大美猫妈咪在德国,1201220161,普通用户,84,5464.0,未定义,女,广西壮族自治区
WB_雪霏Sophia,1691260001,个人认证-金V,1100607,89861.0,未定义,女,湖南省
WB_我承认我开始有些厌烦了,7760850108,普通用户,30,7135.0,未定义,女,湖南省
WB_洛恩河遗民,6221715240,普通用户,2095,38866.0,未定义,女,湖南省
DY_小纪老师,662745827,普通用户,189,170.0,未定义,无,天津市
WB_牙牙在2025,3839039658,普通用户,284,25643.0,未定义,女,湖南省
WB_西湖阿拉蕾,7691406018,个人认证-橙V,22469,6967.0,未定义,女,湖南省
WB_这辈子我没有杀过一只鸡,7744094518,个人认证-橙V,1418,9076.0,未定义,男,湖南省
WB_辣炒藕带配烧肉,7711530134,普通用户,430,5622.0,未定义,女,湖南省
WB_POTKO为何一睡不醒,5504816114,普通用户,420,14445.0,未定义,女,湖南省
DY_为祂摆上一切,66633016379,普通用户,122,14.0,未定义,无,山东省
WB_比格犬受害者联盟,5408161537,个人认证-金V,665479,63858.0,未定义,男,湖南省
WB_在栗树荫蔽下,2756904892,个人认证-达人,618,5380.0,未定义,男,湖南省
WB_白丶昼z,7295481774,普通用户,787,2417.0,未定义,男,湖南省
WB_猫猫king001,6179713649,普通用户,457,849.0,未定义,女,湖南省
WB_欢喜蓝-,5539388015,普通用户,114,2417.0,未定义,女,湖南省
DY_没有月亮经过,71332595112,普通用户,348,690.0,未定义,无,江西省
WB_慕临兮,5019599957,普通用户,80,14505.0,未定义,女,湖南省
WB_苏打饼烧烤,5863933496,普通用户,20,1845.0,未定义,男,湖南省
WB_智障小黃鴨,1824633953,个人认证-达人,322,5524.0,未定义,女,湖南省
DY_中国??正能量,1563244658,普通用户,1506,24.0,未定义,无,江西省
WB_萨_Uncia,5402821109,个人认证-橙V,283,15233.0,未定义,女,湖南省
WB_平行喜悅,7744401936,个人认证-橙V,1152,5748.0,未定义,女,湖南省
WB_步摇McC,5896639412,个人认证-橙V,2234,3483.0,未定义,女,湖南省
WB_蔡雅奇刑法,1824015157,个人认证-金V,1143543,39112.0,未定义,男,河南省
DY_为祂摆上一切,66633016379,普通用户,121,16.0,未定义,无,湖南省
WB_小衡赚大钱,5881043338,普通用户,78,16878.0,未定义,女,湖南省
WB_六曲春星,7925269269,普通用户,309,1231.0,未定义,女,湖南省
WB_叽里咕Llewyn,7812223911,普通用户,254,2934.0,未定义,女,湖南省
DY_帅飞丈母娘,45029542805,普通用户,12,0.0,未定义,无,江西省
DY_青华,9595959595jjW,普通用户,233,32.0,未定义,无,江西省
DY_野鸽儿，我打宿傩只需要一招，有意私聊,63783870254,普通用户,15,9.0,未定义,无,江西省
WB_FHXIKSJFNDSK_JSKENF,7403650971,普通用户,844,12398.0,未定义,男,湖南省
DY_夏栀梦琳（见过薛之谦版?）,LYX2433616632AR,普通用户,348,124.0,未定义,无,江西省
DY_思对黄昏,40615469679,普通用户,12,40.0,未定义,无,广西壮族自治区
DY_亡是公,zhi54168,普通用户,11545,10308.0,未定义,无,四川省
WB_冰棍吃多了冻牙,2062588043,普通用户,267,5145.0,未定义,男,湖南省
DY_小瑞快跑_,lz114lz514,普通用户,122,1.0,未定义,无,境外
DY_Yuiii_,ycx0114_,普通用户,160,3.0,未定义,无,湖南省
WB_降落在天边外的星宿,7374567343,普通用户,2425,9757.0,未定义,女,湖南省
XHS_momo,49503901937,普通用户,0,0.0,未定义,无,上海市
WB_懒得生虫,6247384629,普通用户,574,3069.0,未定义,女,湖南省
DY_Q,Q86299,普通用户,95,212.0,未定义,无,河南省
DY_生活就像恶搞,87223466536,普通用户,209,275.0,未定义,无,江西省
DY_姐姐要快le,36363891934,普通用户,782,35.0,未定义,无,湖南省
DY_曝光纽特教育黑幕,96397481583,普通用户,0,0.0,未定义,无,其他
WB_救援亚明-关注会回关,7744344959,普通用户,1471,58.0,未定义,女,湖南省
WB_anprekAnguid,6418159068,普通用户,134,5470.0,未定义,女,湖南省
WB_汤喵养鱼池,1741275610,普通用户,1392,43353.0,未定义,女,湖南省
DY_汉堡宝娱乐,dya20060518,普通用户,349,47.0,未定义,无,江西省
WB_从嬉皮到嬉皮,7754589087,普通用户,2651,417.0,未定义,女,湖南省
WB_底层思维贱民,2054964031,普通用户,515,4656.0,未定义,女,湖南省
WB_戎马哥_戎马一生,7401405509,普通用户,11414,22974.0,未定义,男,湖南省
WB_喜欢玲娜贝儿的阴暗批,6181543539,普通用户,123,2799.0,未定义,女,湖南省
WB_失水山梨醇脂肪酸脂,2469659530,普通用户,147,9129.0,未定义,男,湖南省
WB_我对撞向我们的流星许愿,7850675049,普通用户,453,3088.0,未定义,男,湖南省
WB_风暖叶黛蝉鸣欢,7383152444,普通用户,261,38663.0,未定义,女,湖南省
WB_类电影的批,7590968124,普通用户,547,6355.0,未定义,男,湖南省
WB_人有所嘈,7481980092,普通用户,295,4437.0,未定义,女,湖南省
WB__CarvusmelliA_,5266885372,普通用户,2774,30719.0,未定义,女,湖南省
WB_Setareh_7,5456840591,普通用户,19388,8239.0,未定义,女,湖南省
WB_鲁韵子_还可以,1694080330,个人认证-橙V,71200,4010.0,未定义,女,湖南省
KS_织一束月光,322760043,普通用户,0,0.0,未定义,无,吉林省
WB_确实是个陌生人,7492512227,普通用户,28,6293.0,未定义,女,湖南省
WB_掏雏,5964265903,普通用户,522,31605.0,未定义,男,湖南省
WB_只是一块小米糕,7886693048,普通用户,6,1032.0,未定义,女,湖南省
WB_大二玉玉休学被保研大葱妹,7931973858,普通用户,305,2279.0,未定义,男,湖南省
WB_夏树,1554740364,个人认证-橙V,132104,19111.0,未定义,男,广西壮族自治区
WB_榆沐不可雕,7234919813,普通用户,751,1780.0,未定义,女,广西壮族自治区
WB_你别说还真是这样,2303129363,个人认证-金V,964114,17428.0,未定义,男,广西壮族自治区
JRTT_过客,1812464420009884,普通用户,0,0.0,未定义,无,上海市
WB_北藤南枝,7402924269,普通用户,194,2771.0,未定义,女,广西壮族自治区
DY_许念(希望冲6032粉丝),69352284802,普通用户,6,1.0,未定义,无,四川省
WB_大自然之女_Daughterofnature,6896649528,普通用户,383,4121.0,未定义,女,广西壮族自治区
WB_yiiiyeeye,6603631600,普通用户,8,290.0,未定义,女,广西壮族自治区
WB_您现在收看的是Jessica盖房show,5295120229,普通用户,288878,11272.0,未定义,女,广西壮族自治区
WB_卷兜,2185621740,普通用户,906,33611.0,未定义,女,广西壮族自治区
WB_百事可乐酸不酸,1927553072,个人认证-橙V,12802,39212.0,未定义,女,广西壮族自治区
WB_静夜不屑于禁止我心跳,7815180010,普通用户,109,1204.0,未定义,女,广西壮族自治区
WB_柿汁機_TT,6099963846,普通用户,47,3575.0,未定义,女,广西壮族自治区
WB_DATE猫头鹰,2486550950,个人认证-达人,676,36923.0,未定义,女,广西壮族自治区
WB_史蒂夫说,7840748490,个人认证-橙V,205706,867.0,未定义,男,广西壮族自治区
WB_arianalgrindr,2544722937,普通用户,242566,772.0,未定义,男,广西壮族自治区
JRTT_端庄星空FY5,2721998935175799, ,0,,未定义,无,甘肃省
WB_古鼓攒RP,1699281322,普通用户,679,27885.0,未定义,女,广西壮族自治区
WB_BB机转接中,1939804120,普通用户,153,7632.0,未定义,女,广西壮族自治区
WB_猫管我啦,7765141580,普通用户,50,2030.0,未定义,女,广西壮族自治区
WB_头像制作中,1784311142,普通用户,323,8823.0,未定义,女,广西壮族自治区
WB_squirrel还在努力中,2384759120,个人认证-橙V,1120,24984.0,未定义,女,广西壮族自治区
WB_狗叠跪下来叫我女王,7793343989,普通用户,22,3487.0,未定义,女,广西壮族自治区
WB_长这么大没见过这么臭不要脸的,6391264017,普通用户,147,7360.0,未定义,男,广西壮族自治区
WB_旺旺小团吖,6156561480,普通用户,54,796.0,未定义,女,广西壮族自治区
WB_万事转头空_,3276208905,普通用户,10,3386.0,未定义,女,广西壮族自治区
WB_TC_met,7439137581,普通用户,25,178.0,未定义,女,广西壮族自治区
WB_月亮果子酒,1826215601,普通用户,185770,38304.0,未定义,女,广西壮族自治区
WB_你的踏板车要滑向哪里,2219687174,普通用户,974,12678.0,未定义,男,广西壮族自治区
WB_我也曾生活在世外桃源,7541162154,普通用户,305,6270.0,未定义,女,广西壮族自治区
WB_是波波还是啵啵呀,5271710256,个人认证-橙V,791,34489.0,未定义,男,广西壮族自治区
WB_硬蕊,7478852842,普通用户,11,45396.0,未定义,女,广西壮族自治区
WB_JIMIONNASUGO1,7672438363,普通用户,28,6600.0,未定义,女,广西壮族自治区
JRTT_看剧的猫,130190387716954, ,0,,未定义,无,江西省
JRTT_白开水,2082924417521920, ,0,,未定义,无,江西省
JRTT_晚风,2885568821206580, ,0,,未定义,无,江西省
JRTT_乐观的生活家,66623241896, ,0,,未定义,无,江西省
JRTT_记录生活,1011975479623806, ,0,,未定义,无,江西省
DY_Crispy同志-脆皮剪辑?,80524931281,普通用户,1742,135.0,未定义,无,其他
WB_星河大黑猫,7837271992,普通用户,43,7388.0,未定义,女,江西省
WB_寻找重叠的共识,7470337125,普通用户,8,1322.0,未定义,女,广西壮族自治区
DY_未见青山i,wo8808666,普通用户,3046,61.0,未定义,无,江西省
DY_纤雨chianyu?????,chianyu,普通用户,125,5.0,未定义,无,江西省
WYXW_辣条小剧场,T1516950045330, ,0,,未定义,无,江西省
DY_每日新知,dy132f2c876m5,普通用户,2018,482.0,未定义,无,江西省
WYXW_苗苗情感说,T1670902757974, ,0,,未定义,无,江西省
JRTT_自由的糯米G,2639274665841312, ,0,,未定义,无,江西省
WB_小书呆_影訫,1761417491,普通用户,811,150415.0,未定义,女,江西省
DY_你应该很快乐。弟弟？是,47995291089,普通用户,31,8.0,未定义,无,江苏省
KS_?夏遇沐清风,2741254745,普通用户,149,146.0,未定义,无,广西壮族自治区
JRTT_淡泊的明月Q,6823183758,普通用户,0,3.0,未定义,无,江西省
JRTT_风姿卓越,833884519149225, ,0,,未定义,无,江西省
WB_上官婉儿-888,7843334881,普通用户,140,6626.0,未定义,女,江西省
WB_弦子与她的朋友们,6640656158,个人认证-橙V,381485,2244.0,未定义,女,湖南省
DY_积木的四季,clxjrz20,普通用户,26,20.0,未定义,无,其他
WB_海在梦里醒不过来,6913592848,普通用户,1,6580.0,未定义,女,湖北省
XHS_雨婷,126039324,普通用户,0,0.0,未定义,无,江西省
DY_两年半扣6,64331339442,普通用户,10,25.0,未定义,无,其他
WB_阿晃_Akira,3829903657,普通用户,903,20800.0,未定义,女,湖南省
DY_殿下,38475594953,普通用户,6,6.0,未定义,无,湖南省
WB_赛博流浪猫,7738339279,普通用户,123,14940.0,未定义,女,湖南省
WB_永不凋零之樱花,7831690432,普通用户,1652,4724.0,未定义,男,浙江省
KS_战胜自己5993,1262436191,普通用户,0,6.0,未定义,无,江西省
DY_?囍 无名指?的等待 囍?,JIANG350285898,普通用户,1073,1079.0,未定义,无,江西省
WB_拿猫擦屁股,6063294076,普通用户,1928,13391.0,未定义,男,湖南省
WB_-眼球绮谭-,7273766293,普通用户,201,9293.0,未定义,女,湖南省
WB_桑榆未晚Ultra,6814059585,普通用户,168,16190.0,未定义,女,湖南省
WB_与冬鸣啸,6013944833,普通用户,65,3224.0,未定义,女,湖南省
WB_浪漫小说家的自白,7785639058,普通用户,47,729.0,未定义,女,湖南省
WYXW_大何向东流,T1717043312867,1001101,243,,未定义,无,江西省
WB_三禾君,5388097054,个人认证-橙V,286685,21920.0,未定义,女,湖南省
DY_铁头龙,88876601028,普通用户,42,26.0,未定义,无,湖南省
KS_黠柒,3192222605,普通用户,0,16.0,未定义,无,安徽省
WB_无名的风,5219509734,个人认证-橙V,2712,4856.0,未定义,女,广西壮族自治区
WB_傅予_fy,6255899788,个人认证-橙V,1318045,21958.0,未定义,男,广西壮族自治区
WB_这边死宅,2154411871,普通用户,987,46576.0,未定义,女,广西壮族自治区
WB_三日月孤云,1694337122,个人认证-橙V,14016,5714.0,未定义,女,广西壮族自治区
WB_ye_wa,1648953695,个人认证-橙V,594063,64172.0,未定义,男,广西壮族自治区
JRTT_直爽豁达的宝哥,765690648727711, ,10,55.0,未定义,无,其他
WB_毛小毛Sherry,1746807907,个人认证-达人,311,7285.0,未定义,女,广西壮族自治区
WB_七-十_一,6246724491,普通用户,208,7557.0,未定义,女,广西壮族自治区
DY_反季绪^,23855286021,普通用户,2968,158.0,未定义,无,四川省
WB_玉玉想有钱,1068531127,普通用户,689,22407.0,未定义,女,广西壮族自治区
DY_小兔叽,Zhen1653397560,普通用户,64,482.0,未定义,无,其他
WB_淮南秋实,5824893943,普通用户,807,40943.0,未定义,女,广西壮族自治区
WB_卧猫岗的猫,7888868912,普通用户,2743,875.0,未定义,女,广西壮族自治区
WB_wister_roslia,6692057843,普通用户,43,1454.0,未定义,女,广西壮族自治区
WB_至shaw,7585983723,普通用户,42,46578.0,未定义,女,广西壮族自治区
WB_夜九鸳,6498393265,普通用户,111,3724.0,未定义,女,广西壮族自治区
WB_隔壁老拐,5699695079,个人认证-橙V,847,13843.0,未定义,女,广西壮族自治区
WB_养豆豆的老夫人,1991315441,普通用户,410,4193.0,未定义,男,广西壮族自治区
WB_DarthRiveeeer,1912939540,普通用户,1465,31353.0,未定义,女,广西壮族自治区
WB_JoannaBlue,1813359803,个人认证-金V,993784,17393.0,未定义,男,广西壮族自治区
WB_传影奥特曼,3975985035,个人认证-橙V,1687,13243.0,未定义,女,广西壮族自治区
WB_不厌读书中48615,7726412668,普通用户,18849,1237.0,未定义,女,广西壮族自治区
WB_人家真的只是只冬日哈士奇,5241448279,普通用户,391,14175.0,未定义,男,广西壮族自治区
WB_维肾素Yee等铳R移植,1320962692,个人认证-达人,1055,58513.0,未定义,女,广西壮族自治区
WB_愿言不获不抱恨如何,7869735528,普通用户,206,9423.0,未定义,女,广西壮族自治区
WB_米需_,3088430151,普通用户,1038,52966.0,未定义,女,广西壮族自治区
WB__Reno_挚爱FF,1934276677,个人认证-金V,143096,78536.0,未定义,女,广西壮族自治区
DY_琦了个怪^,667753086,普通用户,262,12.0,未定义,无,湖南省
WB_被天使舍弃之夜,7744411907,普通用户,35,4418.0,未定义,男,山东省
WB_SepSippingTearTea,7819249170,普通用户,106,14505.0,未定义,男,江西省
DY_遇见你。,1557573525,普通用户,3318,22.0,未定义,无,江西省
JRTT_润人电子宠物集中营,1464985852057981, ,0,,未定义,无,河南省
WB_婊权女,7767075051,普通用户,172,6491.0,未定义,女,山东省
WB_都让开我妈我来守护,7359420077,普通用户,671,8072.0,未定义,男,湖南省
WB_呦柴,2928201595,普通用户,278,3416.0,未定义,女,湖南省
DY_无名人士,29757633679,普通用户,0,,未定义,无,湖南省
WB_小吉依cry_,7908215281,普通用户,15,34.0,未定义,女,山东省
WB_窒息比比,7456088790,个人认证-橙V,10949,4398.0,未定义,女,山东省
WB_心火为光丨_892,5318263341,普通用户,9,29.0,未定义,男,山东省
DY_段镹,duan38shan21,普通用户,59,12.0,未定义,无,山东省
KS_有钱一起赚,3912553404,普通用户,41,211.0,未定义,无,江西省
WB_Kokira,1635316342,普通用户,355,1682.0,未定义,女,山东省
KS_小島,4305752138,普通用户,0,1.0,未定义,无,其他
DY_二手哲学家,2212898778,普通用户,27,0.0,未定义,无,河南省
WB_艾伦耶格尔主义者,7600089427,普通用户,217,8053.0,未定义,女,山东省
WB_泥坑摔跤大拿,7280640024,普通用户,51,2914.0,未定义,女,山东省
WB_知道吗就是那种一点点,1856281570,普通用户,1318,10979.0,未定义,女,山东省
DY_橙子不太甜,82970572351,普通用户,12,0.0,未定义,无,江西省
KS_海之蓝,297756015,普通用户,0,262.0,未定义,无,江西省
DY_小Q?,Lzq261613,普通用户,174,5.0,未定义,无,湖南省
JRTT_我是头条露露,725320116212776, ,0,,未定义,无,江西省
WB_苟富贵l-,5744538456,普通用户,137,3891.0,未定义,女,山东省
DY_漫诗,60736835364,普通用户,8,4.0,未定义,无,江西省
WB_宝贝儿菁,1933706692,个人认证-橙V,10387,8770.0,未定义,女,江西省
WB_Ilium,1820462645,普通用户,229,68686.0,未定义,女,江西省
WB_焦永锋的微博,5657958523,普通用户,857,38483.0,未定义,男,江西省
DY_涮羊肉^,syr_080708,普通用户,1085,0.0,未定义,无,内蒙古自治区
WB_赞歌钟情者,6220414035,个人认证-橙V,861306,46461.0,未定义,男,江西省
DY_怀揣着炽烈顽心,66400260791,普通用户,10,0.0,未定义,无,江西省
JRTT_哈达644,71092615763, ,0,,未定义,无,江西省
JRTT_有趣的豆浆fE,1785233589943774, ,0,,未定义,无,江西省
DY_小阿军（初出茅庐）,96554799133,普通用户,1419,160.0,未定义,无,江西省
WB_水管武神,1950532034,普通用户,142,18268.0,未定义,男,江西省
WB_慕临兮,5019599957,普通用户,80,14505.0,未定义,女,江西省
JRTT_空空纪实,69474211652, ,0,,未定义,无,江西省
WB_重庆大足法院,3217974497,机构认证-政府,61552,45848.0,地市,男,江西省
DY_斯泰迪,sitaidi40883,普通用户,11,9.0,未定义,无,江西省
WB_ProducePandas-NoriyukiMakihara,6178454519,普通用户,971,26502.0,未定义,男,江西省
WB_动动的丸子头,5699420062,个人认证-橙V,16411,74214.0,未定义,女,江西省
