用户ID,作者ID,认证类型,粉丝数,微博数,信源级别,性别,精准地域
JRTT_涂正东1,56913107363, ,0,913.0,未定义,无,江西省
JRTT_轻盈的流浪,111169269834,普通用户,0,0.0,未定义,无,江西省
JRTT_娟娟，失乐园,3824556856319316, ,0,0.0,未定义,无,江西省
JRTT_人间无事人lijw,8811230457, ,0,17.0,未定义,无,江西省
DY_战胜,zhansheng333,普通用户,9565,28.0,未定义,无,江西省
JRTT_秋天的知了,1009804953542188, ,0,,未定义,无,河南省
WB_帕拉迪国立喆学系主任,7283390491,个人认证-橙V,18889,3053.0,未定义,女,江西省
WB_金华直播间,2012536357,个人认证-橙V,688669,81682.0,未定义,男,江西省
DY_法元法律服务中心,906444586,企业认证,6580,223.0,未定义,无,江西省
JRTT_读历史的猫,110934397462, ,0,0.0,未定义,无,江西省
WB_还素改个名吧,6502272696,普通用户,54,1146.0,未定义,女,江西省
WB_·雾霭游记·,5957752004,个人认证-橙V,2833,34125.0,未定义,女,江西省
WB_福星伴浮生,5699262269,普通用户,25,2079.0,未定义,男,江西省
DY_梅苑红星,meiyuanhongx,普通用户,511,240.0,未定义,无,江西省
JRTT_@伴你左右,59321125602,普通用户,0,206.0,未定义,无,江西省
WB_隋彭生民商法,1764158343,个人认证-橙V,228146,65238.0,未定义,男,江西省
WB_克诺蒂亚Gj,3253266651,个人认证-橙V,12877,13070.0,未定义,男,江西省
WYXW_左观右察,T1600102679823, ,0,,未定义,无,江西省
WB_修手机的峰子,7314004303,个人认证-橙V,3154,7412.0,未定义,男,江西省
WB_烟囱街米莉亚姆,1942736821,普通用户,319,53735.0,未定义,女,江西省
XHS_重生,9559408570,普通用户,30,4.0,未定义,无,江西省
JRTT_八方收音机、,76771912668, ,0,,未定义,无,江西省
WB_阿昊的逃跑计划333,7900353430,个人认证-橙V,1718,847.0,未定义,女,江西省
JRTT_zyx四哥,6345648874, ,0,,未定义,无,江西省
WB_媳妇只对老公好,6672593707,个人认证-橙V,12613,15826.0,未定义,女,江西省
WB_鸡蛋懒虫,6734859636,普通用户,322,104535.0,未定义,女,江西省
JRTT_自在海洋gQ,92505513530, ,0,24.0,未定义,无,江西省
WB_南南非非,1939370907,个人认证-橙V,214833,5571.0,未定义,女,江西省
WB_脆脆薯条卷HQ,6487802009,个人认证-橙V,10869,1466.0,未定义,女,江西省
WB_Ditto-小甲,6724180231,普通用户,1,207.0,未定义,女,江西省
JRTT_上进清风Kh,109218665679, ,0,1930.0,未定义,无,其他
WB_社会趣闻新鲜事儿,5974887396,普通用户,7791,16526.0,未定义,女,江西省
JRTT_洋洋娱乐,3748778622, ,0,,未定义,无,江西省
JRTT_大千来了,4369914670618292,普通用户,0,0.0,未定义,无,江西省
JRTT_听灵说事,1565320630002013,普通用户,0,0.0,未定义,无,江西省
JRTT_晋声晋是,936422008951111, ,0,,未定义,无,江西省
JRTT_一个农村俗人,2628279876467467, ,0,,未定义,无,江西省
JRTT_感知与天智,109704340535, ,0,218.0,未定义,无,江西省
DY_一??流沙入烟尘,zhyl8341,普通用户,3020,301.0,未定义,无,江西省
JRTT_聋先生听八卦,93878123583, ,0,,未定义,无,江西省
DY_巷荧,SuMo1717,普通用户,13040,121.0,未定义,无,四川省
JRTT_一口蟹黄包,1572756988652124, ,0,,未定义,无,江西省
WB_维他命也是Dofff,7818138387,普通用户,14,4010.0,未定义,男,江西省
KS_雷布斯也要上王者,1095599415,普通用户,0,197.0,未定义,无,江西省
JRTT_高冷奶酪ZRH,312675831650007, ,0,0.0,未定义,无,江西省
WB_财入门,1229253383,个人认证-金V,718363,58007.0,未定义,男,江西省
WB_Gloriosasuperba_,6334159807,普通用户,259,0.0,未定义,女,江西省
WB_胡碎碎想当美人们的ATM,2481471370,普通用户,286,83485.0,未定义,女,江西省
WB_LOVEDlCKGIRL绝不认输,7919188080,普通用户,1804,4626.0,未定义,女,江西省
JRTT_拍案随笔,2291847778807887, ,0,,未定义,无,江西省
WB_冷漠少女桃乐丝,2244566114,普通用户,81979,39619.0,未定义,女,江西省
WYXW_水泥土的搞笑,T1661673855340,1000101,5976,,未定义,无,江西省
JRTT_果壳中的宇宙,98676625990,普通用户,0,0.0,未定义,无,江西省
WB_黑口黑收割机,1740310183,普通用户,318,42388.0,未定义,女,江西省
JRTT_平凡人生,104177729467, ,0,,未定义,无,江西省
DY_《每日说法》,74238218290,机构认证,59221,295.0,未定义,无,江西省
WB_八田七奈酪巧克力卷,2019760217,普通用户,411,29288.0,未定义,女,江西省
DY_开开在努力,86845214457,普通用户,0,0.0,未定义,无,江西省
JRTT_林大师视野,64424934870,个人加V认证,102659,4449.0,未定义,无,其他
WB_a天尝地酒a,2485857655,普通用户,169263,65322.0,未定义,男,江西省
JRTT_小韩讲故事,110164118588, ,0,,未定义,无,江西省
JRTT_大道至简追梦人,1019988575533868, ,0,11.0,未定义,无,其他
DY_我是你姐姐,Criya,普通用户,463,21.0,未定义,无,江西省
WB_雾氤時返航,6586284112,个人认证-橙V,11053,59393.0,未定义,女,江西省
JRTT_广西岑溪华艺照明李生,3162672860235246, ,0,0.0,未定义,无,其他
JRTT_piaobo1919,94656518409, ,0,,未定义,无,江西省
DY_疆豫辽阔,jingan37073,普通用户,750,210.0,未定义,无,江西省
DY_白寿山,bss5198,普通用户,587,197.0,未定义,无,江西省
DY_?八仙?韩湘子?,124714363,普通用户,850,771.0,未定义,无,江西省
WB_Dani蕾蕾哇,7878452990,普通用户,13175,2414.0,未定义,女,江西省
KS_忆江湖人物转,425782666,普通用户,0,,未定义,无,江西省
WB_LPRR132,7479781463,普通用户,13,13133.0,未定义,女,江西省
WB_IRIS七七七,5198215435,普通用户,123,9654.0,未定义,女,江西省
WB_黑山羊与黑猫,7284280911,普通用户,67,3897.0,未定义,女,江西省
WB_邓丽香DLX,6659734849,个人认证-橙V,90338,8161.0,未定义,女,其他
WB_福柯大弟子,6638839848,普通用户,16,1202.0,未定义,女,江西省
JRTT_多才雪碧bfo7Z1X,3613449623183364, ,0,,未定义,无,江西省
WB_合金妖王刘成文,5999631861,个人认证-橙V,160732,70082.0,未定义,男,江西省
DY_守望幸福,dy5uo7zco7o9,普通用户,1909,731.0,未定义,无,江西省
WB_不一定_不一样,1114489465,个人认证-达人,1620,17211.0,未定义,女,江西省
WB_椰椰升鸽,7413748408,普通用户,92,8054.0,未定义,女,江西省
JRTT_浩航说,62261278104, ,0,,未定义,无,江西省
XHS_冰淇淋猫眼,531609869,普通用户,20,8.0,未定义,无,江西省
DY_红尘微影,wu13632611852,普通用户,333,61.0,未定义,无,广东省
DY_月明,sunyueming,普通用户,530536,735.0,未定义,无,江西省
DY_看鸡西,kanjixi,机构认证,541116,4390.0,未定义,无,黑龙江省
WB_下雨天可以带小狗出门,7802413951,普通用户,14,245.0,未定义,女,江西省
KS_鹤视频,3627375308,机构认证,0,1957.0,未定义,无,江西省
DY_小峰说事儿,SDXF8585,普通用户,5535,63.0,未定义,无,江西省
JRTT_论史家,281936396036846, ,0,0.0,未定义,无,江西省
DY_言清欢,53528288218,普通用户,148,111.0,未定义,无,其他
DY_我的坐骑叫王YU,65393465352,普通用户,44,10.0,未定义,无,河北省
WB__JME_,6616617318,个人认证-橙V,32695,25833.0,未定义,女,江西省
DY_河南小律帮忙,64598302161,企业认证,1278,88.0,未定义,无,江西省
JRTT_abc爱在记忆里,2409771816197469, ,0,,未定义,无,江西省
JRTT_机智的橙子,4023828758412604, ,0,,未定义,无,江西省
JRTT_月明松15548337,3448769732, ,0,,未定义,无,江西省
WB_欢笑刀叉,1651776907,个人认证-达人,124488,43859.0,未定义,女,北京市
DY_Dimon,1944082343,普通用户,11330,602.0,未定义,无,香港特别行政区
DY_小小鱼,81249716968,普通用户,14,2.0,未定义,无,江西省
WB_阿衡的宅基地,7526734751,普通用户,1848,5200.0,未定义,男,江西省
XHS_老李有点扯,munro129__,普通用户,0,0.0,未定义,无,其他
DY_影视先锋,yingshixianf68,普通用户,494,144.0,未定义,无,黑龙江省
JRTT_小鱼爱吐槽,663750545538411,普通用户,0,0.0,未定义,无,其他
JRTT_????,886663503156227,普通用户,0,0.0,未定义,无,江西省
DY_主持人春杨,yangyang66116,普通用户,0,535.0,未定义,无,江西省
JRTT_小香瓜,4088439379081531, ,0,,未定义,无,江西省
JRTT_小辉说事,333866215151303,普通用户,8,3.0,未定义,无,江西省
WB_希人,1868815562,普通用户,943,27746.0,未定义,男,江西省
DY_萧山发布,xiaoshanfabu,机构认证,338990,4955.0,地市,无,江西省
KS_?夏雨?,3382826083,普通用户,0,21.0,未定义,无,江西省
JRTT_Aimee,536166413632712,普通用户,517,158.0,未定义,无,江西省
WYXW_元芳有看法,T1678262136896, ,0,,未定义,无,山东省
WB_王小树改名保平安,1893149103,个人认证-橙V,933564,111390.0,未定义,男,江西省
JRTT_红泥小火炉,1726656271363127, ,0,0.0,未定义,无,江西省
KS_??煜舒*情感,534306078,普通用户,0,565.0,未定义,无,江西省
WB_流泪橘橘猪_,7921131626,普通用户,121,1751.0,未定义,女,其他
JRTT_陈怨蜚吟诗弄墨之人,68273908335, ,0,135.0,未定义,无,江西省
XHS_郑庆辉律师,6607585246,普通用户,0,0.0,未定义,无,江西省
JRTT_萌敷三拳,311896705606280, ,0,,未定义,无,江西省
WB_我们不要伤心了__,6024137665,个人认证-橙V,1178,7806.0,未定义,男,其他
WB_一颗需要智商的药,3638475011,普通用户,146,7350.0,未定义,女,江西省
JRTT_A风千里,2685426536293412, ,0,,未定义,无,其他
WB_俞飞,2235569323,个人认证-金V,241623,68126.0,未定义,男,江西省
DY_内蒙古晨报,nmgcbs,机构认证,648270,7628.0,未定义,无,江西省
JRTT_西域传说,6727037991, ,0,,未定义,无,江西省
DY_杨姐爱生活,dyovg2r59tsr,普通用户,2688,691.0,未定义,无,江西省
WB_烤鱼片蹦嚓嚓,1257618567,普通用户,1145,152316.0,未定义,女,江西省
WB_为遥远的夏日献上花束,7402204022,普通用户,201,12775.0,未定义,女,江西省
JRTT_乖巧原野AY,108675012717, ,0,0.0,未定义,无,江西省
DY_太原武律,733967wuxiaogang,普通用户,400,150.0,未定义,无,山西省
KS_衙前山人,2883945210,普通用户,0,315.0,未定义,无,江西省
JRTT_角斗士h,4571529993, ,0,870.0,未定义,无,其他
WB_妇女之敌罗严塔,7402181160,个人认证-橙V,153153,61140.0,未定义,女,江西省
WB_無糖惜命D伯爵,7648380176,普通用户,113,601.0,未定义,女,江西省
DY_?喜?庆?,1120830104,普通用户,16222,43.0,未定义,无,江西省
JRTT_雪水为之而寒于水,108239475426, ,0,0.0,未定义,无,江西省
JRTT_爱生活的风筝V,3301196536495961, ,0,,未定义,无,江西省
WB_出站上楼,7782065177,个人认证-金V,107773,17857.0,未定义,女,江西省
WB_人间无事人_y,7438066065,普通用户,75,35040.0,未定义,男,江西省
DY_宣城法治,dywlpu,机构认证,40732,1235.0,地市,无,江西省
DY_农村幺弟,60118693998,普通用户,5290,21.0,未定义,无,江西省
JRTT_这是我不想看到的结果,2676654528282255, ,0,,未定义,无,江西省
DY_阿甘?伱眞型,819760203,普通用户,767,139.0,未定义,无,江西省
WB_中医罗毅,1224501885,个人认证-橙V,162159,2966.0,未定义,男,江西省
JRTT_清新画板板,3336390484696924,普通用户,0,0.0,未定义,无,江西省
WB_庄家财经,1801396063,个人认证-橙V,923147,26098.0,未定义,男,江西省
DY_Stick，King??武哥,40657547867,普通用户,2202,306.0,未定义,无,江西省
JRTT_新鲜事学家,1242915271880480, ,0,,未定义,无,江西省
WB_八方来财好运来吧,2035918841,个人认证-达人,1299,11330.0,未定义,女,江西省
JRTT_故事小姐,1842410747338427, ,0,,未定义,无,江西省
WYXW_爱下厨的阿酾,T1705023536555,1000101,5838,,未定义,无,江西省
XHS_虾仁不眨眼,Wxrbzy666,普通用户,0,0.0,未定义,无,江西省
DY_自然天成z,TC1399688,普通用户,4736,1548.0,未定义,无,江西省
JRTT_调色师,747290471443660, ,0,0.0,未定义,无,江西省
DY_武侠客? 凡有漏善法中戒杀放生最殊胜?,845757386,普通用户,3587,2705.0,未定义,无,山东省
JRTT_维T命,5663005155, ,0,,未定义,无,湖南省
JRTT_灿烂风筝U,1019939512659544, ,0,,未定义,无,江西省
JRTT_大头闲聊,1713500028153947,普通用户,0,0.0,未定义,无,江西省
JRTT_雨落疏桐,92597109742, ,0,,未定义,无,江西省
DY_陈陌有声,58438249137,普通用户,1571,74.0,未定义,无,江西省
WB_酣洲haenz,7003735490,普通用户,8,3724.0,未定义,女,江西省
WB_珍贵原始姐栖动物,7387821354,普通用户,113,17311.0,未定义,男,江西省
DY_乡下仔,dyj4dvxdjgm862,普通用户,1774,543.0,未定义,无,广东省
JRTT_高贵葡萄qS,1508161743498919, ,0,148.0,未定义,无,其他
DY_盼灯书斋,1063665185,普通用户,1506,640.0,未定义,无,四川省
JRTT_神图壁纸原图,851473293119156, ,0,0.0,未定义,无,江西省
JRTT_前面有光,2716246220739594, ,0,,未定义,无,江西省
JRTT_木易,3609074015939252, ,0,,未定义,无,江西省
DY_钢筋混凝土,709816497,普通用户,104,1.0,未定义,无,江西省
WB_思想杂谈,1338667624,个人认证-金V,1792071,302999.0,未定义,男,江西省
WB_保卫大坝,5995599795,普通用户,50,11638.0,未定义,女,江西省
WB_编剧牛立明,1624386023,个人认证-橙V,210,340.0,未定义,男,江西省
JRTT_Amin I'm蘇,1794881150002039, ,0,0.0,未定义,无,江西省
JRTT_阿飞杂谈,4023827031402398, ,0,,未定义,无,江西省
KS_九宫格,1544985274,普通用户,0,453.0,未定义,无,江西省
JRTT_自媒体导师,3825890830857127, ,0,,未定义,无,江西省
JRTT_花间裳Talk,130190096212659, ,0,,未定义,无,江西省
JRTT_瓯越新视窗,1812423449000765, ,0,,未定义,无,其他
WB_EcholoveMocha,1822812992,个人认证-达人,347,1865.0,未定义,女,江西省
WYXW_花小萌和你聊情感,T1661852814067, ,0,,未定义,无,江西省
WYXW_文雅笔墨, , ,0,,未定义,无,江西省
JRTT_用户3743914519876,2787980022913357, ,0,,未定义,无,其他
XHS_成长计划刘女士,Bxcc15965076657,普通用户,60,9.0,未定义,无,江西省
WB_花染惊茶香,5448263308,个人认证-橙V,5552,30057.0,未定义,女,其他
DY_欣荣,xinrong58076,普通用户,18976,40130.0,未定义,无,江西省
JRTT_吉祥财子,1029616348963772, ,0,,未定义,无,江西省
JRTT_＃梔子花開°,1115353222493129, ,0,,未定义,无,江西省
DY_?申城 西北狼?,15000000066aa,普通用户,1999,431.0,未定义,无,江西省
JRTT_李嘉图,4019420271217339, ,0,,未定义,无,江西省
DY_阳光老男孩,meimima16537,普通用户,13493,555.0,未定义,无,江西省
JRTT_amluckyone,264304147568046,普通用户,0,0.0,未定义,无,江西省
WB_jiaoyudeliliang,1253558183,普通用户,1658,5574.0,未定义,男,江西省
WB_语文试卷_,7942633919,普通用户,1,51.0,未定义,男,江西省
JRTT_端庄优雅糖果儿,72479950581, ,0,,未定义,无,江西省
JRTT_凡妮?,105043231480, ,0,21.0,未定义,无,其他
DY_众播视频,41515067287,机构认证,9902,1610.0,未定义,无,江西省
WB_鸢张郃-广陵王星怒,6252197096,普通用户,50,2809.0,未定义,女,江西省
JRTT_润田温钰,69199309070, ,0,5.0,未定义,无,江西省
DY_刘平安(少帅),73559672,普通用户,788,1819.0,未定义,无,江西省
JRTT_路霸,2761566527962941, ,0,,未定义,无,江西省
DY_你的爆哥哥,baomihua.2023,普通用户,6843,44.0,未定义,无,江西省
WB_无穷的探索2,7570639950,普通用户,198,83167.0,未定义,男,江西省
JRTT_新浪财经,6834587762, ,0,,未定义,无,江西省
DY_清茶不淡,xiao918866,普通用户,53,86.0,未定义,无,江西省
JRTT_毛豆写作,341286026219563, ,0,,未定义,无,江西省
JRTT_自由的艺术家F,98725410407,普通用户,0,0.0,未定义,无,江西省
JRTT_小蜜蜂阅读课,2043368619127949,普通用户,0,0.0,未定义,无,江西省
JRTT_真诚山丘YVL,110943726362, ,0,,未定义,无,江西省
DY_臭猫娱乐,BJL5217,普通用户,182,23.0,未定义,无,江西省
JRTT_赢钱花一花,4032657480498595, ,0,2067.0,未定义,无,江西省
DY_波光赋,1590194204,普通用户,400,136.0,未定义,无,江西省
DY_共看明月,37481928876,普通用户,455,38.0,未定义,无,江西省
WB_法名如容,6541165005,普通用户,30,1350.0,未定义,男,江西省
WB_洛奇_天使兔,1789715024,个人认证-橙V,18314,21473.0,未定义,女,江西省
JRTT_奋斗285088131,24019076532, ,0,,未定义,无,江西省
WB_你食晒D虾啦,5522977384,普通用户,241,531.0,未定义,女,江西省
KS_白宝山,1453899084,普通用户,0,485.0,未定义,无,江西省
JRTT_平凡日记2119评论,2225844656547879,普通用户,0,0.0,未定义,无,江西省
WB_河北新闻哥,3236242114,普通用户,2647086,52049.0,未定义,男,江西省
JRTT_西西闲聊,997953900656235,普通用户,0,19.0,未定义,无,江西省
JRTT_乾称坤干,110312334762, ,0,,未定义,无,其他
KS_田芳芳,3224194455,普通用户,0,927.0,未定义,无,江西省
JRTT_喜庆的微风BZ,149142548781879, ,0,,未定义,无,江西省
DY_慢冷的人,baimusenlin8,普通用户,30,77.0,未定义,无,其他
JRTT_听雨,1917142014099864, ,0,,未定义,无,江西省
DY_曹爱文,caoaiwen,其他认证,50839,530.0,未定义,无,江西省
JRTT_老黑布瑞平,3988636914157460, ,0,0.0,未定义,无,江西省
JRTT_卡布奇诺。,102559842011,普通用户,0,0.0,未定义,无,江西省
WB_WFragileglasseal,7809477145,普通用户,182,4774.0,未定义,女,江西省
JRTT_长沙政法,76901279161, ,0,,地市,无,江西省
WB_灰袍卢平,6417848139,个人认证-橙V,18538,2998.0,未定义,男,广西壮族自治区
WB_蔡雅奇刑法,1824015157,个人认证-金V,1143543,39112.0,未定义,男,江西省
KS_乐儿,2626988262,普通用户,0,,未定义,无,江西省
WB_咪碟咪碟,7737079819,普通用户,115,2962.0,未定义,女,江西省
JRTT_高山不流水,1643120084919099,普通用户,0,0.0,未定义,无,江西省
DY_咸鱼有雨,wcx330y,普通用户,93,47.0,未定义,无,湖南省
WB_梁淼窈,7808905877,普通用户,4,114.0,未定义,女,江西省
JRTT_康小嘉,2915499007547742,普通用户,0,0.0,未定义,无,江西省
JRTT_北方一家人,3107651324227195, ,0,0.0,未定义,无,江西省
DY_九卦。,gulaijin,普通用户,246,108.0,未定义,无,江西省
JRTT_清闲的晚风,2118120544155130,普通用户,0,0.0,未定义,无,江西省
WYXW_360度评说,T1670668242564,1001101,345,,未定义,无,江西省
DY_枕上诗书,2009434433,普通用户,1979,988.0,未定义,无,江西省
DY_有朝一日枪在手杀尽天下狗,JamesQi54130,普通用户,937,767.0,未定义,无,江西省
DY_用户8482290547265,71068718740,普通用户,18,3.0,未定义,无,江西省
JRTT_小水往前飞,1487015283270048, ,0,,未定义,无,江西省
JRTT_米粒儿?,1871800535367147, ,0,,未定义,无,江西省
JRTT_程彦聊事,2164272098977215,普通用户,0,28.0,未定义,无,江西省
JRTT_为方法,112600954186091, ,0,,未定义,无,江西省
KS_张玲说事,410178509,普通用户,0,1060.0,未定义,无,河北省
DY_斌哥编辑室,94040336,普通用户,1017,115.0,未定义,无,江西省
JRTT_灵动喵儿,622777516441083, ,0,,未定义,无,江西省
WB_雅拜談堅持,7651210354,普通用户,42,4855.0,未定义,女,其他
JRTT_点点印记,104029447106, ,0,1097.0,未定义,无,江西省
WB_我女赔钱货,6524748774,个人认证-橙V,455,4185.0,未定义,女,江西省
WB_西北凛风,5958187386,普通用户,4085,4175.0,未定义,男,江西省
WB_没有你想的活的明白,5863176818,普通用户,123,1191.0,未定义,女,江西省
WB_赵丽婚姻律师,3803785662,个人认证-橙V,788353,7262.0,未定义,女,其他
JRTT_赛飞大剧场,3969696441041744, ,0,,未定义,无,江西省
DY_蛙小哥衡阳芭梨村（常宁市卓立学校后面）,75603932418,普通用户,5692,4580.0,未定义,无,四川省
WB_莉莉安说道,7399215761,个人认证-橙V,129223,16675.0,未定义,女,江西省
JRTT_积极的星球1a,3369325738602191,普通用户,5244,1259.0,未定义,无,江西省
WB_灭宙主,2417767261,普通用户,1082,3070.0,未定义,女,江西省
JRTT_认真海城8i2,64336403941, ,0,,未定义,无,江西省
WB_张兵为那艺娜出走的那个雨夜,7477421201,普通用户,1049,46245.0,未定义,女,江西省
JRTT_落雨林风,1173867898347975, ,0,,未定义,无,广西壮族自治区
JRTT_小懒猫,3859739228254426, ,0,,未定义,无,江西省
JRTT_小蜗牛是我,2498509979301439, ,0,,未定义,无,江西省
WB_-青木鱼-,1559635197,个人认证-达人,16450,5840.0,未定义,女,江西省
WB_小虎吉,1406229470,普通用户,771912,484588.0,未定义,女,其他
WB_shbullllitttt,6300586146,普通用户,70,7489.0,未定义,女,江西省
JRTT_林雪梨,2430385228878072, ,0,0.0,未定义,无,江西省
JRTT_头条小怡宝,2698662744696468, ,0,,未定义,无,江西省
KS_感悟人生、传递正能量,2007881878,普通用户,0,2276.0,未定义,无,江西省
JRTT_自我激活,4349299532509843, ,0,,未定义,无,江西省
JRTT_日吔说,2626059496595949,普通用户,0,0.0,未定义,无,江西省
WB_为了改昵称而充会员的我,2761476951,普通用户,334,5774.0,未定义,女,江西省
JRTT_聪明星空7o2W,2775629072966519, ,0,,未定义,无,江西省
JRTT_崩撤卖溜！,3503489016935175, ,0,,未定义,无,江西省
JRTT_花开富贵,358878277810428, ,0,,未定义,无,其他
JRTT_主持人芳姐,638157487350443, ,0,,未定义,无,其他
DY_联播无锡,lianbowuxi666,机构认证,1010,156.0,未定义,无,江西省
JRTT_努力拼搏的华少,2876778561933691, ,0,,未定义,无,江西省
JRTT_婉婉科普,723891451072991, ,0,,未定义,无,江西省
JRTT_葡萄讲史,534821387645444, ,0,,未定义,无,江西省
WB_冷锁萍,7484369796,普通用户,2,10825.0,未定义,女,重庆市
JRTT_一两风,1270660621150059, ,0,,未定义,无,江西省
JRTT_团团,3179430802105771, ,0,,未定义,无,江西省
JRTT_小蝌蚪儿,720888205949951, ,0,,未定义,无,江西省
JRTT_Eternal,83019319043, ,0,,未定义,无,江西省
WB_纵忧投,1497572467,普通用户,1327,10537.0,未定义,男,江西省
JRTT_松鼠塔塔,3846520261060368, ,0,0.0,未定义,无,江西省
KS_小峰说事儿,3586971500,普通用户,0,19.0,未定义,无,江西省
JRTT_鬼Ⅶ传奇,87248364343, ,0,,未定义,无,其他
JRTT_小米娱乐,3162641553701031, ,0,,未定义,无,江西省
WB_TurbulentIndigo_,7556037910,普通用户,12,205.0,未定义,女,江西省
JRTT_上班考公下班炒中,24083644317, ,0,730.0,未定义,无,其他
JRTT_芳姐讲世界,6850022859, ,0,,未定义,无,江西省
XHS_HERO,563661926,普通用户,0,11.0,未定义,无,上海市
WB_忠义之盾,2286918351,普通用户,630,5704.0,未定义,女,江西省
JRTT_大道至简追梦人,1019988575533868, ,0,11.0,未定义,无,江西省
WB_当地知名小胖妹,3055866461,普通用户,138,1667.0,未定义,女,江西省
WB_從夜奔來,5918311742,普通用户,134,2923.0,未定义,女,江西省
DY_四川昱坤合律师事务所,44257827613,企业认证,87200,172.0,未定义,无,江西省
DY_想去流浪,40387626543,普通用户,265,460.0,未定义,无,江西省
JRTT_未耒lei,3254968257361886, ,0,1454.0,未定义,无,其他
WB_打伞的大姐姐,7102006204,普通用户,2422,108738.0,未定义,女,江西省
DY_马伟??,dyuq4fxguugr,普通用户,3163,799.0,未定义,无,江西省
JRTT_酒巷清风,4322877137240760, ,0,,未定义,无,江西省
JRTT_大嘴叭叭,3771778924574060, ,0,,未定义,无,江西省
JRTT_阿兔分享,3468285655124679, ,0,,未定义,无,江西省
WB_法者青锋,1231253604,个人认证-橙V,525713,12068.0,未定义,男,江西省
JRTT_全科医生小孙,68300634339,个人加V认证,0,3548.0,未定义,无,江西省
JRTT_小确幸的屋,2805595523259567, ,0,105.0,未定义,无,其他
WB_星野渚汐_七星连诛,7755658897,普通用户,140,8339.0,未定义,男,江西省
DY_宁阳智欣网络,77299073804,普通用户,5023,88.0,未定义,无,江西省
WB_Sisyphe_菠萝,5027054119,个人认证-橙V,3076,82526.0,未定义,男,江西省
WB_华俊竹事件,6296388079,企业认证,12275,5487.0,未定义,男,其他
JRTT_小妤说事,93298228270,普通用户,0,0.0,未定义,无,江西省
WB_写南嫱,6274189607,个人认证-金V,344657,41611.0,未定义,女,江西省
JRTT_雨秋闲话,3237390522528520, ,0,,未定义,无,江西省
DY_无锡秦临军,34581651623,普通用户,2305,1383.0,未定义,无,江苏省
JRTT_世界第一谜团,685726439316615, ,0,0.0,未定义,无,其他
JRTT_自在星辰,1080170811766832, ,0,,未定义,无,江西省
WB_乙烯雌酚_,7741184028,普通用户,160,4016.0,未定义,女,江西省
JRTT_复兴中华鹏少,53513986552, ,0,,未定义,无,江西省
WB_请你吃不甜的麒麟瓜,5087386645,普通用户,299,5876.0,未定义,男,江西省
DY_安娜,1929961410,普通用户,1942,505.0,未定义,无,江西省
KS_今日视频,1254809204,普通用户,0,849.0,未定义,无,其他
WB_高杉畅夫,6014390495,普通用户,720,7342.0,未定义,男,江西省
WB_彩笔全否定bot,6550060945,普通用户,255,26759.0,未定义,女,江西省
WB_神犬嘣叽,2289146875,个人认证-橙V,49808,58559.0,未定义,女,江西省
DY_码字猫,45833730858,普通用户,381,206.0,未定义,无,山东省
DY_你得不到的男人,25077866256,普通用户,624,28.0,未定义,无,吉林省
WB_feizhi2010,3096072731,普通用户,953,13991.0,未定义,男,其他
JRTT_娱乐果,100770633496766, ,0,,未定义,无,江西省
JRTT_鵺還未氵罙,2374290609, ,0,,未定义,无,江西省
DY_别急，听我说！,8743657914_8686,普通用户,6954,319.0,未定义,无,江西省
JRTT_沉着轮船ra,1766260157459459, ,0,,未定义,无,江西省
JRTT_巴山蜀水,72228496123, ,0,273.0,未定义,无,江西省
JRTT_小髦娱乐眼,2256664563561055,普通用户,0,0.0,未定义,无,江西省
WB_绿色水母细胞菌,2182096160,普通用户,367,25245.0,未定义,女,江西省
JRTT_一生有你,3205804241725710, ,0,,未定义,无,江西省
WB_夏目真珠的结婚,7819037141,普通用户,626,24600.0,未定义,女,江西省
JRTT_教育出发,4048842431139104,普通用户,0,0.0,未定义,无,江西省
JRTT_千人千面,4024674914405876, ,0,0.0,未定义,无,江西省
KS_令秋（准高三淡网）,3068571298,普通用户,0,28.0,未定义,无,江西省
JRTT_避峰,2806426699570551, ,0,,未定义,无,江西省
JRTT_怒海行舟3,58830613570, ,0,1003.0,未定义,无,江西省
WB_就是得睡,6538152182,普通用户,74,21257.0,未定义,女,江西省
DY_冠宇书单精选,64256888268,普通用户,1176,2202.0,未定义,无,其他
DY_?悟?命?,Yjq51201314,普通用户,10171,226.0,未定义,无,江西省
XHS_牛叫獸,11628454580,普通用户,0,0.0,未定义,无,陕西省
DY_百达鞋行,xy575775777,企业认证,2510,178.0,未定义,无,其他
JRTT_无双可乐vv,2717646980912558, ,0,,未定义,无,重庆市
WYXW_叹为观止易,T1683643306909, ,0,,未定义,无,江西省
XHS_刘雯,9473388564,普通用户,0,0.0,未定义,无,江西省
XHS_七七,2633710294,普通用户,0,0.0,未定义,无,其他
XHS_小红薯6176047A,2735928448,普通用户,0,0.0,未定义,无,江西省
KS_法经,3979204110,普通用户,0,85.0,未定义,无,江西省
DY_夜晚,dye05fibwc3h,普通用户,34,2.0,未定义,无,江西省
WB_有书情感,5806538850,个人认证-橙V,11672,3419.0,未定义,男,江西省
DY_高丽已瘦（48斤）双眼皮已做,102726654,普通用户,18234,2445.0,未定义,无,江西省
WB_xingyu星语酱酱酱,1981757132,个人认证-达人,1538,31035.0,未定义,女,江西省
DY_姚四海,shengsikanda67,普通用户,4849,4060.0,未定义,无,江西省
